egID	Symbol	Name	Location	class_type	Alias
8607	RUVBL1	RuvB like AAA ATPase 1	3q21.3	Chromatin remodelling, Histone modification write	TIP49; NMP238; RVB1; TIP49a; Pontin52; ECP54; INO80H; pontin; INO80 complex subunit H; RuvB (E coli homolog)-like 1; RuvB-like 1 (E. coli); RuvB-like AAA ATPase; 49 kDa TATA box-binding protein-interacting protein; 49 kDa TBP-interacting protein; 54 kDa erythrocyte cytosolic protein; ECP-54; NMP 238; TAP54-alpha; TATA binding protein interacting protein 49 kDa; TIP60-associated protein 54-alpha; nuclear matrix protein 238; pontin 52; RuvB-like 1
10856	RUVBL2	RuvB like AAA ATPase 2	19q13.33	Chromatin remodelling cofactor	RVB2; TIP48; TIP49b; Reptin52; ECP51; TIH2; INO80J; reptin; RuvB (E coli homolog)-like 2; RuvB-like 2 (E. coli); CGI-46; 48 kDa TATA box-binding protein-interacting protein; 48 kDa TBP-interacting protein; 51 kDa erythrocyte cytosolic protein; ECP-51; TAP54-beta; TIP60-associated protein 54-beta; erythrocyte cytosolic protein, 51-KD; repressing pontin 52; reptin52 protein; Reptin 52; RuvB-like 2
22955	SCMH1	sex comb on midleg homolog 1 (Drosophila)	1p34.2	Polycomb group (PcG) protein	Scml3; Sex comb on midleg homolog 1; Polycomb protein SCMH1
10389	SCML2	sex comb on midleg like 2 (Drosophila)	Xp22.13	Polycomb group (PcG) protein	sex comb on midleg (Drosophila)-like 2; Sex comb on midleg-like protein 2
26040	SETBP1	SET binding protein 1	18q12.3	#	SEB; KIAA0437; MRD29; SET-binding protein
9739	SETD1A	SET domain containing 1A	16p11.2	Histone modification write	KIAA0339; Set1; KMT2F; Set1A; SET domain-containing protein 1A; hSET1A; lysine N-methyltransferase 2F; set1/Ash2 histone methyltransferase complex subunit SET1; Histone-lysine N-methyltransferase SETD1A
23067	SETD1B	SET domain containing 1B	12q24.31	Histone modification write	KIAA1076; Set1B; KMT2G; SET domain-containing protein 1B; hSET1B; lysine N-methyltransferase 2G; Histone-lysine N-methyltransferase SETD1B
29072	SETD2	SET domain containing 2	3p21.31	Histone modification write	HYPB; HIF-1; KIAA1732; FLJ23184; KMT3A; HBP231; HSPC069; SET2; p231HBP; huntingtin yeast partner B; huntingtin-interacting protein B; lysine N-methyltransferase 3A; hSET2; SET domain-containing protein 2; Histone-lysine N-methyltransferase SETD2
84193	SETD3	SET domain containing 3	14q32.2	Histone modification write	FLJ23027; C14orf154; chromosome 14 open reading frame 154; SET domain-containing protein 3; Histone-lysine N-methyltransferase setd3
54093	SETD4	SET domain containing 4	21q22.12	#	C21orf27; C21orf18; chromosome 21 open reading frame 27; chromosome 21 open reading frame 18; SET domain-containing protein 4
55209	SETD5	SET domain containing 5	3p25.3	Histone modification write	FLJ10707; SET domain-containing protein 5
79918	SETD6	SET domain containing 6	16q21	Chromatin remodelling, Histone modification write	FLJ21148; SET domain-containing protein 6; N-lysine methyltransferase SETD6
80854	SETD7	SET domain containing lysine methyltransferase 7	4q31.1	Histone modification write	KIAA1717; SET7/9; Set9; KMT7; H3-K4-HMTase SETD7; SET domain-containing protein 7; histone H3-K4 methyltransferase SETD7; histone H3-lysine 4-specific methyltransferase; lysine N-methyltransferase 7; Histone-lysine N-methyltransferase SETD7
387893	KMT5A	lysine methyltransferase 5A	12q24.31	Histone modification write	
9869	SETDB1	SET domain bifurcated 1	1q21.3	Histone modification write	KG1T; KIAA0067; ESET; KMT1E; TDRD21; tudor domain containing 21; H3-K9-HMTase4; ERG-associated protein with SET domain; ERG-associated protein with a SET domain, ESET; H3-K9-HMTase 4; histone H3-K9 methyltransferase 4; histone-lysine N-methyltransferase, H3lysine-9 specific 4; lysine N-methyltransferase 1E; SET domain bifurcated 1; Histone-lysine N-methyltransferase SETDB1
83852	SETDB2	SET domain bifurcated 2	13q14.2	Histone modification write	CLLD8; CLLL8; KMT1F; C13orf4; chromosome 13 open reading frame 4; chronic lymphocytic leukemia deletion region 8; chronic lymphocytic leukemia deletion region gene 8 protein; lysine N-methyltransferase 1F; SET domain bifurcated 2; Histone-lysine N-methyltransferase SETDB2
6419	SETMAR	SET domain and mariner transposase fusion gene	3p26.1	Histone modification write	metnase; HsMar1; SET domain and mariner transposase fusion gene-containing protein; SET domain and mariner transposase fusion protein; Histone-lysine N-methyltransferase SETMAR
6418	SET	SET nuclear proto-oncogene	9q34.11	Histone modification	PHAPII; 2PP2A; IPP2A2; protein phosphatase type 2A inhibitor; Template-Activating Factor-I, chromatin remodelling factor; SET translocation (myeloid leukemia-associated); I2PP2A; IGAAD; TAF-I; TAF-IBETA; HLA-DR-associated protein II; SET nuclear oncogene; inhibitor of granzyme A-activated DNase; inhibitor-2 of protein phosphatase-2A; phosphatase 2A inhibitor I2PP2A; Template-activating factor I; I-2PP2A; Protein SET
51460	SFMBT1	Scm-like with four mbt domains 1	3p21.1	Polycomb group (PcG) protein	RU1; DKFZp434L243; SFMBT; hSFMBT; Scm-related gene containing four mbt domains; Scm-related gene product containing four mbt domains; renal ubiquitous protein 1; Scm-like with four MBT domains protein 1
57713	SFMBT2	Scm-like with four mbt domains 2	10p14	Histone modification read, Polycomb group (PcG) protein	KIAA1617; Scm-related gene containing four mbt domains 2; scm-like with 4 MBT domains protein 2; Scm-like with four MBT domains protein 2
257218	SHPRH	SNF2 histone linker PHD RING helicase	6q24.3	Histone modification write cofactor	FLJ90837; KIAA2023; bA545I5.2; SNF2 histone linker PHD RING helicase; 2610103K11Rik; SNF2, histone-linker, PHD and RING finger domain-containing helicase; E3 ubiquitin-protein ligase SHPRH
23411	SIRT1	sirtuin 1	10q21.3	Histone modification erase, Histone modification write cofactor	SIR2L1; sirtuin (silent mating type information regulation 2, S. cerevisiae, homolog) 1; sirtuin (silent mating type information regulation 2 homolog) 1 (S. cerevisiae); SIR2alpha; SIR2-like protein 1; regulatory protein SIR2 homolog 1; sirtuin type 1; hSIR2; hSIRT1; NAD-dependent protein deacetylase sirtuin-1
22933	SIRT2	sirtuin 2	19q13.2	Histone modification erase, Histone modification write cofactor	SIR2L; sirtuin (silent mating type information regulation 2, S.cerevisiae, homolog) 2; sirtuin (silent mating type information regulation 2 homolog) 2 (S. cerevisiae); SIR2L2; NAD-dependent deacetylase sirtuin-2; SIR2-like protein 2; regulatory protein SIR2 homolog 2; silent information regulator 2; sir2-related protein type 2; sirtuin type 2; sirtuin-2; NAD-dependent protein deacetylase sirtuin-2
23410	SIRT3	sirtuin 3	11p15.5	#	SIR2L3; sirtuin (silent mating type information regulation 2, S.cerevisiae, homolog) 3; sirtuin (silent mating type information regulation 2 homolog) 3 (S. cerevisiae); NAD-dependent deacetylase sirtuin-3, mitochondrial; SIR2-like protein 3; mitochondrial nicotinamide adenine dinucleotide-dependent deacetylase; regulatory protein SIR2 homolog 3; silent mating type information regulation 2, S.cerevisiae, homolog 3; sir2-like 3; sirtuin type 3; hSIRT3; NAD-dependent protein deacetylase sirtuin-3, mitochondrial
23409	SIRT4	sirtuin 4	12q24.31	#	SIR2L4; sirtuin (silent mating type information regulation 2, S. cerevisiae, homolog) 4; sirtuin (silent mating type information regulation 2 homolog) 4 (S. cerevisiae); NAD-dependent ADP-ribosyltransferase sirtuin-4; NAD-dependent protein deacetylase sirtuin-4; SIR2-like protein 4; regulatory protein SIR2 homolog 4; sir2-like 4; sirtuin type 4; NAD-dependent protein lipoamidase sirtuin-4, mitochondrial
23408	SIRT5	sirtuin 5	6p23	#	sirtuin (silent mating type information regulation 2, S.cerevisiae, homolog) 5; sirtuin (silent mating type information regulation 2 homolog) 5 (S. cerevisiae); SIR2L5; NAD-dependent deacetylase sirtuin-5; NAD-dependent lysine demalonylase and desuccinylase sirtuin-5, mitochondrial; silent mating type information regulation 2, S.cerevisiae, homolog 5; sir2-like 5; sirtuin type 5; SIR2-like protein 5; Regulatory protein SIR2 homolog 5; NAD-dependent protein deacylase sirtuin-5, mitochondrial
51548	SIRT6	sirtuin 6	19p13.3	Histone modification erase	sirtuin (silent mating type information regulation 2, S. cerevisiae, homolog) 6; sirtuin (silent mating type information regulation 2 homolog) 6 (S. cerevisiae); SIR2L6; NAD-dependent deacetylase sirtuin-6; SIR2-like protein 6; regulatory protein SIR2 homolog 6; sir2-related protein type 6; sirtuin type 6; NAD-dependent protein deacetylase sirtuin-6
51547	SIRT7	sirtuin 7	17q25.3	Histone modification erase	sirtuin (silent mating type information regulation 2, S.cerevisiae, homolog) 7; sirtuin (silent mating type information regulation 2 homolog) 7 (S. cerevisiae); SIR2L7; NAD-dependent deacetylase sirtuin-7; SIR2-like protein 7; regulatory protein SIR2 homolog 7; silent mating type information regulation 2, S.cerevisiae, homolog 7; sir2-related protein type 7; sirtuin type 7; NAD-dependent protein deacetylase sirtuin-7
6594	SMARCA1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1	Xq25-q26.1	Chromatin remodelling, Histone modification erase	NURF140; SWI; hSNF2L; SNF2L1; SNF2L; SNF2LT; ATP-dependent helicase SMARCA1; SNF2-like 1; nucleosome-remodeling factor subunit SNF2L; sucrose nonfermenting 2-like protein 1; SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 1; Probable global transcription activator SNF2L1
6595	SMARCA2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	9p24.3	Histone modification read	hSNF2a; hBRM; Sth1p; SNF2LA; BRM; SNF2L2; NCBRS; ATP-dependent helicase SMARCA2; BAF190B; BRG1-associated factor 190B; SNF2-alpha; SNF2/SWI2-like protein 2; SWI/SNF-related matrix-associated actin-dependent regulator of chromatin a2; protein brahma homolog; sucrose nonfermenting 2-like protein 2; SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 2; Probable global transcription activator SNF2L2
6597	SMARCA4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	19p13.2	Histone modification read	hSNF2b; BRG1; SNF2-BETA; FLJ39786; SNF2-like 4; sucrose nonfermenting-like 4; mitotic growth and transcription activator; BRM/SWI2-related gene 1; homeotic gene regulator; nuclear protein GRB1; brahma protein-like 1; ATP-dependent helicase SMARCA4; SNF2L4; BAF190A; MRD16; RTPS2; BRG1-associated factor 190A; protein BRG-1; protein brahma homolog 1; SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 4; Transcription activator BRG1
8467	SMARCA5	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5	4q31.21	Chromatin remodelling	hSNF2H; hISWI; SNF2H; WCRF135; SWI/SNF-related matrix-associated actin-dependent regulator of chromatin A5; sucrose nonfermenting protein 2 homolog; sucrose nonfermenting-like 5; SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5
6598	SMARCB1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1	22q11.23	Histone modification read	BAF47; Ini1; Snr1; hSNFS; Sfh1p; RDT; PPP1R144; sucrose nonfermenting, yeast, homolog-like 1; integrase interactor 1; malignant rhabdoid tumor suppressor; protein phosphatase 1, regulatory subunit 144; SNF5L1; MRD15; RTPS1; SNF5; SWNTS1; BRG1-associated factor 47; SNF5 homolog; SWI/SNF-related matrix-associated protein; hSNF5; integrase interactor 1 protein; SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1
6599	SMARCC1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1	3p21.31	Chromatin remodelling cofactor	BAF155; SRG3; CRACC1; SWI3; BRG1-associated factor 155; SWI/SNF complex 155 kDa subunit; SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily C member 1; chromatin remodeling complex BAF155 subunit; mammalian chromatin remodeling complex BRG1-associated factor 155; SWI/SNF complex subunit SMARCC1
6601	SMARCC2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2	12q13.2	Chromatin remodelling cofactor	BAF170; CRACC2; BRG1-associated factor 170; SWI/SNF complex 170 kDa subunit; SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily C member 2; SWI3-like protein; chromatin remodeling complex BAF170 subunit; mammalian chromatin remodeling complex BRG1-associated factor 170; SWI/SNF complex subunit SMARCC2
6602	SMARCD1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1	12q13.12	Chromatin remodelling	BAF60A; CRACD1; 60 kDa BRG-1/Brm-associated factor subunit A; BRG1-associated factor 60A; SWI/SNF complex 60 kDa subunit A; chromatin remodeling complex BAF60A subunit; mammalian chromatin remodeling complex BRG1-associated factor 60A; SWI/SNF complex 60 kDa subunit; SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1
6603	SMARCD2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2	17q23.3	Chromatin remodelling cofactor	BAF60B; CRACD2; PRO2451; mammalian chromatin remodeling complex BRG1-associated factor 60B; chromatin remodeling complex BAF60B subunit; SWI/SNF complex 60 kDa subunit B; 60 kDa BRG-1/Brm-associated factor subunit B; BRG1-associated factor 60B; SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2
6604	SMARCD3	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3	7q36.1	Chromatin remodelling cofactor	BAF60C; CRACD3; mammalian chromatin remodeling complex BRG1-associated factor 60C; SWI/SNF complex 60 kDa subunit C; 60kDa BRG-1/Brm associated factor subunit c; 60 kDa BRG-1/Brm-associated factor subunit C; BRG1-associated factor 60C; chromatin remodeling complex BAF60C subunit; SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 3
6605	SMARCE1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1	17q21.2	Chromatin remodelling cofactor	BAF57; BRG1-associated factor 57; SWI/SNF-related matrix-associated actin-dependent regulator of chromatin e1; chromatin remodeling complex BRG1-associated factor 57; SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1
8243	SMC1A	structural maintenance of chromosomes 1A	Xp11.22	#	DXS423E; KIAA0178; SB1.8; Smcb; SMC1L1; SMC1 structural maintenance of chromosomes 1-like 1 (yeast); CDLS2; SMC1; SMC1alpha; SMC protein 1A; SMC-1-alpha; segregation of mitotic chromosomes 1; SMC-1A; Structural maintenance of chromosomes protein 1A
23347	SMCHD1	structural maintenance of chromosomes flexible hinge domain containing 1	18p11.32	#	KIAA0650; SMC hinge domain-containing protein 1; Structural maintenance of chromosomes flexible hinge domain-containing protein 1
55671	PPP4R3A	protein phosphatase 4 regulatory subunit 3A	14q32.12	Histone modification erase cofactor	FLJ20707; MSTP033; FLFL1; smk-1; PP4R3; KIAA2010; SMEK1; SMEK homolog 1, suppressor of mek1 (Dictyostelium); PP4R3A; SMEK homolog 1, suppressor of mek1; SMEK homolog 1; Serine/threonine-protein phosphatase 4 regulatory subunit 3A
57223	PPP4R3B	protein phosphatase 4 regulatory subunit 3B	2p16.1	Histone modification erase cofactor	PSY2; FLFL2; KIAA1387; FLJ31474; SMEK2; SMEK homolog 2, suppressor of mek1 (Dictyostelium); PP4R3B; SMEK homolog 2, suppressor of mek1; SMEK homolog 2; Serine/threonine-protein phosphatase 4 regulatory subunit 3B
139420	PPP4R3CP	protein phosphatase 4 regulatory subunit 3C, pseudogene	Xp21.3	#	FLJ32867; FLFL3P; SMEK3P; SMEK homolog 3, suppressor of mek1 (Dictyostelium) pseudogene; Putative SMEK homolog 3
6606	SMN1	survival of motor neuron 1, telomeric	5q13.2	#	SMNT; SMA1; SMA2; SMA3; TDRD16A; tudor domain containing 16A; SMA@; SMA; spinal muscular atrophy (Werdnig-Hoffmann disease, Kugelberg-Welander disease); SMA4; T-BCD541; survival motor neuron 1 protein
6607	SMN2	survival of motor neuron 2, centromeric	5q13.2	#	SMNC; TDRD16B; tudor domain containing 16B; C-BCD541
10285	SMNDC1	survival motor neuron domain containing 1	10q25.2	#	SPF30; SMNR; TDRD16C; splicing factor 30, survival of motor neuron-related; tudor domain containing 16C; 30 kDa splicing factor SMNrp; SMN-related protein; survival motor neuron domain-containing protein 1; Survival of motor neuron-related-splicing factor 30
150572	SMYD1	SET and MYND domain containing 1	2p11.2	Histone modification write	ZMYND22; KMT3D; ZMYND18; CD8 beta opposite; SET and MYND domain-containing protein 1; zinc finger, MYND domain containing 18; Histone-lysine N-methyltransferase SMYD1
56950	SMYD2	SET and MYND domain containing 2	1q32.3	Histone modification write	HSKM-B; ZMYND14; KMT3C; SET and MYND domain-containing protein 2; histone methyltransferase SMYD2; lysine N-methyltransferase 3C; zinc finger, MYND domain containing 14; N-lysine methyltransferase SMYD2
64754	SMYD3	SET and MYND domain containing 3	1q44	Histone modification write	KMT3E; ZNFN3A1; ZMYND1; zinc finger, MYND domain containing 1; bA74P14.1; SET and MYND domain-containing protein 3; bA74P14.1 (novel protein); zinc finger MYND domain-containing protein 1; zinc finger protein, subfamily 3A (MYND domain containing), 1; Histone-lysine N-methyltransferase SMYD3
114826	SMYD4	SET and MYND domain containing 4	17p13.3	Histone modification erase cofactor	KIAA1936; ZMYND21; SET and MYND domain-containing protein 4
10322	SMYD5	SMYD family member 5	2p13.2	#	RRG1; NN8-4AG; ZMYND23; RAI15; retinoic acid induced 15; retinoic acid-induced protein 15; Protein NN8-4AG; SET and MYND domain-containing protein 5
27044	SND1	staphylococcal nuclease and tudor domain containing 1	7q32.1	#	TDRD11; p100 EBNA2 co-activator; Tudor-SN; 100 kDa coactivator; EBNA-2 co-activator (100kD); EBNA2 coactivator p100; SND1-BRAF fusion; p100 co-activator; staphylococcal nuclease domain containing 1; tudor domain-containing protein 11; Staphylococcal nuclease domain-containing protein 1
6672	SP100	SP100 nuclear antigen	2q37.1	Chromatin remodelling cofactor	nuclear antigen Sp100; lysp100b; SP100-HMG nuclear autoantigen; nuclear dot-associated Sp100 protein; speckled 100 kDa; Nuclear autoantigen Sp-100
3431	SP110	SP110 nuclear body protein	2q37.1	#	IFI41; IFI75; interferon-induced protein 41, 30kD; IPR1; VODI; interferon-induced protein 41/75; interferon-induced protein 75, 52kD; phosphoprotein 41; phosphoprotein 75; speckled 110 kDa; transcriptional coactivator Sp110
93349	SP140L	SP140 nuclear body protein like	2q37.1	#	SP140L-1 protein; SP140L-2 protein; SP140L-3 protein; Nuclear body protein SP140-like protein
11262	SP140	SP140 nuclear body protein	2q37.1	Histone modification read	LYSP100-B; LYSP100-A; LYSP100; lymphoid-restricted homolog of Sp100; lymphoid-specific SP100 homolog; nuclear autoantigen Sp-140; speckled 140 kDa; Nuclear body protein SP140
10847	SRCAP	Snf2 related CREBBP activator protein	16p11.2	Chromatin remodelling, Histone modification erase	KIAA0309; SWR1; DOMO1; Swi2/Snf2-related ATPase homolog (S. cerevisiae); domino homolog 1 (Drosophila); FLHS; Snf2-related CBP activator protein; Swi2/Snf2-related ATPase homolog, domino homolog 1; domino homolog 2; Snf2-related CBP activator; Helicase SRCAP
56164	STK31	serine/threonine kinase 31	7p15.3	#	TDRD8; SgK396; serine/threonine-protein kinase NYD-SPK; sugen kinase 396; tudor domain containing 8; Serine/threonine-protein kinase 31
6839	SUV39H1	suppressor of variegation 3-9 homolog 1	Xp11.23	Histone modification write, Histone modification write	KMT1A; SUV39H; suppressor of variegation 3-9 (Drosophila) homolog 1; H3-K9-HMTase 1; MG44; Su(var)3-9 homolog 1; histone H3-K9 methyltransferase 1; histone-lysine N-methyltransferase, H3 lysine-9 specific 1; lysine N-methyltransferase 1A; position-effect variegation 3-9 homolog; Suppressor of variegation 3-9 homolog 1; Histone-lysine N-methyltransferase SUV39H1
79723	SUV39H2	suppressor of variegation 3-9 homolog 2	10p13	Histone modification write	FLJ23414; KMT1B; H3-K9-HMTase 2; histone H3-K9 methyltransferase 2; lysine N-methyltransferase 1B; su(var)3-9 homolog 2; Suppressor of variegation 3-9 homolog 2; Histone-lysine N-methyltransferase SUV39H2
51111	KMT5B	lysine methyltransferase 5B	11q13.2	Histone modification write	
84787	KMT5C	lysine methyltransferase 5C	19q13.42	Histone modification write	
23512	SUZ12	SUZ12 polycomb repressive complex 2 subunit	17q11.2	Histone modification write cofactor, Histone modification write cofactor, Polycomb group (PcG) protein	JJAZ1; KIAA0160; CHET9; suppressor of zeste 12 homolog (Drosophila); chET 9 protein; chromatin precipitated E2F target 9 protein; joined to JAZF1 protein; suppressor of zeste 12 homolog; suppressor of zeste 12 protein homolog; Polycomb protein SUZ12
138474	TAF1L	TATA-box binding protein associated factor 1 like	9p21.1	Histone modification read	TAF1-like RNA polymerase II, TATA box binding protein (TBP)-associated factor, 210kDa; TAF(II)210; TAF2A2; TBP-associated factor 1-like; TBP-associated factor 210 kDa; TBP-associated factor RNA polymerase 1-like; transcription initiation factor TFIID 210 kDa subunit; Transcription initiation factor TFIID subunit 1-like
6872	TAF1	TATA-box binding protein associated factor 1	Xq13.1	Histone modification write	TAFII250; DYT3/TAF1; BA2R; CCG1; CCGS; DYT3; TATA box binding protein (TBP)-associated factor, RNA polymerase II, A, 250kD; dystonia 3 (with Parkinsonism); N-TAF1; TAF(II)250; TAFII-250; XDP; TBP-associated factor 250 kDa; cell cycle gene 1 protein; cell cycle, G1 phase defect; complementation of cell cycle block, G1-to-S; transcription factor TFIID p250 polypeptide; Transcription initiation factor TFIID 250 kDa subunit; Transcription initiation factor TFIID subunit 1
83860	TAF3	TATA-box binding protein associated factor 3	10p14	Histone modification read	TAF140; TAFII140; TAF3 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 140 kD; TAFII-140; 140 kDa TATA box-binding protein-associated factor; RNA polymerase II transcription factor TAFII140; TAF(II)140; TBP-associated factor 3; transcription initiation factor TFIID 140 kDa subunit; Transcription initiation factor TFIID subunit 3
79718	TBL1XR1	transducin beta like 1 X-linked receptor 1	3q26.32	#	IRA1; FLJ12894; TBLR1; C21; DC42; transducin (beta)-like 1X-linked receptor 1; TBL1-related protein 1; nuclear receptor co-repressor/HDAC3 complex subunit; nuclear receptor corepressor/HDAC3 complex subunit TBLR1; transducin beta-like 1X-related protein 1; F-box-like/WD repeat-containing protein TBL1XR1
6941	TCF19	transcription factor 19	6p21.33	#	TCF-19; transcription factor SC1
6942	TCF20	transcription factor 20	22q13.2	#	AR1; SPBP; stromelysin-1 platelet-derived growth factor-responsive element binding protein; TCF-20; SPRE-binding protein; nuclear factor SPBP; stromelysin-1 PDGF-responsive element-binding protein; Protein AR1; Transcription factor 20
6996	TDG	thymine DNA glycosylase	12q23.3	DNA modification	G/T mismatch-specific thymine DNA glycosylase; hTDG; thymine-DNA glycosylase
126668	TDRD10	tudor domain containing 10	1q21.3	#	DKFZp434M202; Tudor domain-containing protein 10
91646	TDRD12	tudor domain containing 12	19q13.11	#	ECAT8; FLJ13072; ES cell associated transcript 8; ES cell-associated transcript 8 protein; tudor domain-containing protein 12; Putative ATP-dependent RNA helicase TDRD12
56165	TDRD1	tudor domain containing 1	10q25.3	#	CT41.1; cancer/testis antigen 41.1; tudor domain containing protein 1; Tudor domain-containing protein 1
81550	TDRD3	tudor domain containing 3	13q21.2	Histone modification read	FLJ21007; Tudor domain-containing protein 3
163589	TDRD5	tudor domain containing 5	1q25.2	#	FLJ34823; TUDOR3; Tudor domain-containing protein 5
221400	TDRD6	tudor domain containing 6	6p12.3	#	NY-CO-45; bA446F17.4; CT41.2; SPATA36; cancer/testis antigen 41.2; spermatogenesis associated 36; TDR2; antigen NY-CO-45; tudor repeat 2; Tudor domain-containing protein 6
23424	TDRD7	tudor domain containing 7	9q22.33	Histone modification read	PCTAIRE2BP; CATC4; PCTAIRE2-binding protein; tudor repeat associator with PCTAIRE 2; Tudor repeat associator with PCTAIRE-2; Tudor domain-containing protein 7
122402	TDRD9	tudor domain containing 9	14q32.33	#	DKFZp434N0820; FLJ36164; NET54; C14orf75; chromosome 14 open reading frame 75; HIG-1; hypoxia-inducible HIG-1; tudor domain-containing protein 9; Putative ATP-dependent RNA helicase TDRD9
11022	TDRKH	tudor and KH domain containing	1q21.3	RNA modification	TDRD2; putative RNA binding protein; tudor and KH domain containing protein; tudor domain containing 2; tudor domain-containing protein 2; Tudor and KH domain-containing protein
80312	TET1	tet methylcytosine dioxygenase 1	10q21.3	DNA modification	LCX; KIAA1676; bA119F7.1; leukemia-associated protein with a CXXC domain; ten-eleven translocation-1; CXXC6; CXXC zinc finger 6; tet oncogene 1; MLL-TET1-MLL; CXXC finger 6; CXXC-type zinc finger protein 6; TET1 splice variant VP_DE4; TET1 splice variant VP_DE456; ten-eleven translocation 1 gene protein; Methylcytosine dioxygenase TET1
54790	TET2	tet methylcytosine dioxygenase 2	4q24	DNA modification	FLJ20032; KIAA1546; tet oncogene family member 2; probable methylcytosine dioxygenase TET2; Methylcytosine dioxygenase TET2
200424	TET3	tet methylcytosine dioxygenase 3	2p13.1	DNA modification	MGC22014; hCG_40738; tet oncogene family member 3; probable methylcytosine dioxygenase TET3; putative methylcytosine dioxygenase; Methylcytosine dioxygenase TET3
29844	TFPT	TCF3 fusion partner	19q13.42	Chromatin remodelling cofactor, DNA modification	FB1; amida; INO80F; amida, partner of the E2A; INO80 complex subunit F; Protein FB1; TCF3 fusion partner
84629	TNRC18	trinucleotide repeat containing 18	7p22.1	#	CAGL79; TNRC18A; KIAA1856; CAGL79A; long CAG trinucleotide repeat-containing gene 79 protein; Trinucleotide repeat-containing gene 18 protein
7158	TP53BP1	tumor protein p53 binding protein 1	15q15.3	Histone modification read	53BP1; p202; TDRD30; tumor protein p53-binding protein, 1; p53BP1; p53-binding protein 1; tumor protein 53-binding protein, 1; Tumor suppressor p53-binding protein 1
1787	TRDMT1	tRNA aspartic acid methyltransferase 1	10p13	#	RNMT1; DNMT2; DNA (cytosine-5-)-methyltransferase 2; DMNT2; MHSAIIP; PUMET; DNA (cytosine-5)-methyltransferase-like protein 2; DNA MTase homolog HsaIIP; DNA methyltransferase-2; tRNA aspartic acid methyltransferase 1 variant 6; tRNA aspartic acid methyltransferase 1 variant 7; M.HsaIIP; DNA methyltransferase homolog HsaIIP; tRNA (cytosine(38)-C(5))-methyltransferase
8805	TRIM24	tripartite motif containing 24	7q33-q34	Histone modification read	hTIF1; Tif1a; RNF82; TIF1; transcriptional intermediary factor 1; tripartite motif-containing 24; PTC6; TF1A; TIF1ALPHA; E3 ubiquitin-protein ligase TRIM24; RING finger protein 82; TIF1-alpha; Tripartite motif-containing protein 24; Transcription intermediary factor 1-alpha
10155	TRIM28	tripartite motif containing 28	19q13.4	Histone modification read	TIF1B; TF1B; RNF96; PPP1R157; protein phosphatase 1, regulatory subunit 157; tripartite motif-containing 28; E3 SUMO-protein ligase TRIM28; KRAB [Kruppel-associated box domain]-associated protein 1; KRAB-associated protein 1; KRAB-interacting protein 1; KRIP-1; RING finger protein 96; TIF1-beta; nuclear corepressor KAP-1; transcriptional intermediary factor 1-beta; tripartite motif-containing protein 28; Transcription intermediary factor 1-beta
51592	TRIM33	tripartite motif containing 33	1p13.2	Histone modification read	TIF1GAMMA; FLJ11429; KIAA1113; TIFGAMMA; RFG7; TF1G; TIF1G; PTC7; transcriptional intermediary factor 1 gamma; ret-fused gene 7; tripartite motif-containing 33; ECTO; RET-fused gene 7 protein; TIF1-gamma; ectodermin homolog; protein Rfg7; Tripartite motif-containing protein 33; Transcription intermediary factor 1-gamma; E3 ubiquitin-protein ligase TRIM33
9866	TRIM66	tripartite motif containing 66	11p15.4	#	KIAA0298; TIF1D; C11orf29; chromosome 11 open reading frame 29; tripartite motif-containing 66; TIF1DELTA; transcriptional intermediary factor 1 delta; Tripartite motif-containing protein 66
8295	TRRAP	transformation/transcription domain associated protein	7q22.1	Histone modification write cofactor	PAF400; PAF350/400; STAF40; 350/400 kDa PCAF-associated factor; tra1 homolog
